Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [�m/m]	A2 [�m/m]	A3 [�m/m]	A4 [�m/m]	A5 [�m/m]	A6 [�m/m]	A7 [�m/m]	AT [�C]	B1 [�m/m]	B2 [�m/m]	B3 [�m/m]	B4 [�m/m]	B5 [�m/m]	B6 [�m/m]	B7 [�m/m]	B8 [�m/m]	B9 [�m/m]	B10 [�m/m]	B11 [�m/m]	B12 [�m/m]	B13 [�m/m]	B14 [�m/m]	B15 [�m/m]	BT [�C]	D1 [�m/m]	D2 [�m/m]	D3 [�m/m]	D4 [�m/m]	D5 [�m/m]	D6 [�m/m]	D7 [�m/m]	DT [�C]	E1 [�m/m]	E2 [�m/m]	E3 [�m/m]	E4 [�m/m]	E5 [�m/m]	E6 [�m/m]	E7 [�m/m]	E8 [�m/m]	E9 [�m/m]	E10 [�m/m]	E11 [�m/m]	E12 [�m/m]	E13 [�m/m]	E14 [�m/m]	E15 [�m/m]	ET [�C]
18,22	1683226690	9120,0	137,16	173,55	140,17	161,09	114,35	139,17	106,49	28,00	126,40	148,09	79,14	165,51	165,56	163,08	100,05	161,83	46,06	89,41	126,09	113,09	173,65	94,08	109,00	27,82	80,32	142,44	144,11	59,49	101,70	1,387	306,96	27,12	104,72	100,83	60,31	143,77	143,41	90,79	121,94	113,79	52,83	11,30	43,64	106,95	110,18	149,49	337,18	26,97	
18,22	1683226690	9120,0	137,78	174,26	140,07	160,48	114,25	138,58	105,40	27,79	125,58	149,11	78,84	163,59	164,25	161,88	100,25	162,13	46,65	89,71	125,20	113,38	173,16	95,35	110,75	27,86	79,71	142,65	144,41	59,29	100,80	2,080	306,17	26,97	104,82	101,13	58,07	144,38	143,82	91,09	120,94	113,99	52,63	11,10	44,33	107,05	109,30	149,20	337,28	27,02	
18,23	1683226690	9170,0	136,76	173,65	140,38	161,29	113,15	139,76	105,99	27,82	126,92	147,37	79,14	165,92	165,76	163,08	101,25	161,63	45,26	90,00	125,70	114,37	174,14	95,55	111,53	27,73	78,99	142,65	143,91	59,69	100,71	2,278	305,58	27,01	104,10	100,21	58,68	142,96	143,21	90,59	121,14	112,79	51,24	10,61	44,03	106,95	110,38	149,69	336,21	26,97	
18,23	1683226690	9170,0	137,16	173,95	139,97	160,68	112,55	140,26	104,32	28,00	125,68	148,29	79,24	166,12	165,16	162,68	100,05	162,43	45,46	89,61	124,51	114,56	175,02	95,25	109,68	27,86	80,32	143,26	144,01	60,29	102,10	2,674	306,96	27,12	104,00	101,24	59,49	144,07	143,21	90,69	121,54	113,39	51,83	11,00	43,44	107,54	110,58	149,20	336,79	27,02	
18,23	1683226690	9170,0	138,29	174,36	139,87	160,68	112,75	141,65	106,39	27,95	127,12	147,68	78,74	166,12	165,36	164,69	100,25	162,83	45,26	89,80	125,30	112,79	174,43	95,25	109,88	27,76	80,32	142,14	144,51	60,29	101,30	1,387	305,78	27,06	104,51	100,11	59,29	142,96	143,41	92,60	120,53	113,39	52,63	10,31	43,54	106,75	111,16	149,69	337,09	26,92	
18,23	1683226690	9170,0	137,37	174,16	140,38	158,98	112,75	139,57	105,99	27,90	127,43	148,29	79,35	165,51	165,06	162,68	101,25	162,13	46,26	89,11	124,02	114,76	173,84	95,06	110,36	27,79	79,61	142,24	144,31	59,69	102,10	2,575	306,57	27,07	104,92	100,52	59,29	143,16	143,21	91,19	120,03	113,99	53,33	11,40	42,06	106,55	109,40	148,51	337,47	27,02	
18,23	1683226690	9170,0	137,37	174,36	139,57	160,48	113,15	140,16	106,68	27,77	125,58	147,88	78,94	164,90	166,37	163,29	100,95	161,63	45,26	90,80	125,30	112,20	174,43	94,86	110,07	27,77	80,32	142,65	143,50	60,49	102,50	2,476	305,98	26,99	103,49	101,34	58,88	143,97	144,63	91,40	120,74	113,39	51,44	11,10	43,04	106,95	109,60	148,90	336,70	27,02	
18,24	1683226690	9170,0	137,37	174,16	140,58	160,89	112,75	140,16	105,99	27,92	127,63	148,29	79,96	164,19	166,07	163,69	100,75	162,23	45,86	89,01	126,39	114,07	174,14	94,77	110,75	27,72	80,32	142,44	144,51	59,89	100,11	2,476	306,96	27,04	104,62	100,52	58,27	143,57	144,02	90,79	120,23	112,89	52,43	10,41	43,83	105,96	110,97	149,69	338,25	27,02	
18,24	1683226690	9170,0	137,16	175,07	140,17	160,28	112,75	139,57	106,88	27,88	128,25	148,29	78,94	166,12	165,06	162,68	100,55	162,53	45,66	89,61	125,10	112,11	174,43	95,64	110,07	27,75	78,99	142,34	144,51	59,89	102,80	2,278	305,88	26,99	104,62	99,91	58,98	144,68	143,21	91,80	121,24	113,39	52,63	10,90	44,03	106,65	109,99	148,90	336,99	26,97	
18,24	1683226690	9170,0	137,16	173,95	140,98	161,09	113,25	140,16	106,19	27,88	126,61	147,78	78,74	165,31	165,56	163,18	100,35	162,73	44,27	89,71	126,09	113,97	174,14	95,06	111,14	27,79	79,71	143,05	145,02	58,69	101,30	1,684	306,27	27,02	104,41	100,32	60,72	143,67	144,32	90,39	120,94	114,39	51,63	10,71	43,83	107,54	109,79	149,49	337,09	26,95	
18,24	1683226690	9170,0	137,78	174,26	140,17	160,28	112,75	140,16	106,09	28,01	126,50	148,49	78,94	166,02	165,56	163,29	100,25	161,63	45,06	89,11	124,91	113,48	173,16	96,03	109,88	27,67	79,71	143,87	144,61	59,29	102,50	1,882	305,78	27,14	104,51	101,13	58,88	144,78	143,41	92,30	121,14	113,39	52,63	10,80	42,85	107,05	109,40	149,00	336,99	26,91	
18,24	1683226690	9170,0	137,37	174,56	139,47	160,28	113,55	139,57	105,90	28,01	126,92	147,37	79,35	166,02	165,16	162,08	100,15	163,03	45,66	88,71	125,30	113,48	174,04	96,23	110,27	27,79	79,71	143,16	144,41	60,29	102,50	1,882	306,57	27,12	104,10	100,21	59,90	144,89	143,72	90,59	119,93	113,99	51,83	11,10	43,04	106,95	110,18	149,78	337,18	26,95	
18,25	1683226690	9170,0	136,96	173,95	139,37	160,48	112,75	140,26	105,90	27,95	126,71	148,70	78,53	163,59	164,45	162,68	99,75	162,13	46,26	89,80	124,31	112,79	172,67	96,03	110,07	27,67	79,71	142,65	143,40	60,29	101,70	3,368	305,39	27,07	104,92	101,44	58,68	144,18	143,92	92,00	121,14	113,39	52,03	11,10	43,04	106,75	108,81	148,61	337,77	26,97	
18,25	1683226690	9170,0	138,19	174,67	139,87	160,68	113,15	139,67	105,60	27,80	126,71	147,78	78,53	166,12	164,95	163,49	99,45	162,83	45,06	89,80	125,10	113,78	174,82	95,16	110,27	27,71	79,61	142,65	145,12	60,09	101,70	2,476	306,27	26,89	104,20	100,32	60,72	144,99	143,41	90,59	121,74	113,39	52,03	10,31	42,85	106,55	109,79	149,69	337,18	26,95	
18,25	1683226690	9170,0	136,76	173,95	139,37	160,89	111,66	139,67	106,49	27,82	126,71	148,70	78,33	165,92	165,06	162,28	99,35	161,23	45,26	89,41	124,71	113,09	173,94	95,25	110,27	27,79	78,99	142,04	143,30	59,09	102,80	2,873	306,47	27,02	104,51	101,44	59,09	143,26	143,92	89,99	120,74	112,89	52,53	11,30	42,85	106,55	109,69	149,69	337,18	27,02	
18,25	1683226690	9170,0	137,78	174,56	140,58	160,89	112,75	140,36	106,78	28,05	126,50	147,47	79,04	165,41	163,94	162,08	99,95	162,13	46,65	89,80	125,30	113,78	173,65	95,45	110,07	27,72	78,99	142,44	145,12	59,89	100,51	2,476	305,78	27,14	104,51	100,42	59,39	144,99	144,02	89,58	121,84	113,39	51,73	10,31	44,13	107,14	109,50	148,90	337,28	26,89	
18,25	1683226690	9170,0	137,37	173,45	139,87	160,08	112,16	139,17	105,90	28,00	126,61	148,09	78,94	164,09	165,96	162,68	100,75	162,43	45,86	90,20	125,79	114,56	173,65	96,52	110,27	27,68	78,99	142,85	143,10	60,09	100,71	2,278	304,99	27,14	104,41	101,03	58,68	144,38	143,11	91,09	120,23	113,39	53,03	11,10	42,65	106,36	109,40	149,88	337,57	26,91	
18,26	1683226690	9170,0	137,98	174,46	140,98	160,68	112,36	141,35	105,40	27,82	126,92	148,29	78,94	166,02	165,36	163,69	99,95	164,03	45,86	89,90	124,91	113,19	175,31	95,64	111,43	27,72	80,32	142,95	145,12	59,89	103,00	1,387	305,09	27,02	104,82	100,52	59,09	143,67	143,82	92,20	121,34	113,99	52,23	10,80	43,34	106,55	109,01	149,88	337,28	26,96	
18,26	1683226690	9170,0	137,98	174,97	140,07	159,78	112,16	139,17	105,90	27,82	126,81	148,60	79,75	165,41	164,95	163,29	100,95	161,63	44,86	89,61	125,70	114,56	173,94	94,57	110,95	27,75	79,71	142,04	143,40	60,29	101,40	2,476	305,39	27,01	104,31	101,03	58,78	143,97	142,10	90,79	120,74	114,09	52,03	11,40	44,03	106,55	110,58	148,51	337,57	26,91	
18,26	1683226690	9170,0	137,37	174,77	141,18	160,18	113,75	139,67	105,31	27,96	126,40	149,11	77,92	166,12	165,46	162,88	99,75	163,43	46,45	89,61	123,72	112,70	174,53	96,72	110,36	27,77	78,99	142,85	144,61	59,49	101,90	2,080	305,58	27,11	103,38	101,34	58,88	144,99	143,82	91,19	120,74	112,99	52,43	10,11	42,06	107,14	109,99	149,98	336,99	27,00	
18,26	1683226690	9170,0	136,76	173,65	140,58	160,99	112,16	140,16	105,31	27,76	126,81	148,70	79,04	166,02	165,46	163,18	100,35	162,13	44,86	88,81	124,31	112,99	175,80	96,23	109,49	27,62	80,32	143,26	144,51	58,89	101,60	1,486	305,98	26,89	104,31	102,16	60,51	143,67	143,82	90,99	121,74	113,29	52,23	11,50	43,04	106,36	110,58	149,30	337,28	26,92	
18,26	1683226690	9170,0	137,78	173,95	139,37	160,28	111,96	139,17	105,90	27,87	127,02	148,70	78,84	166,73	165,36	162,48	100,55	162,73	45,66	89,61	125,10	114,17	174,14	96,52	109,78	27,79	79,71	142,65	144,11	60,09	102,10	2,575	306,17	27,01	104,00	100,21	58,48	144,28	143,82	92,00	121,44	113,79	52,03	10,51	44,03	106,75	109,79	149,10	337,57	27,02	
18,27	1683226690	9170,0	137,16	173,95	141,18	159,78	112,36	140,26	105,60	27,87	126,71	148,70	78,74	165,41	165,96	162,88	100,55	163,23	44,27	89,61	124,71	114,66	174,53	95,45	111,04	27,73	78,99	143,77	145,02	60,69	101,30	2,476	306,76	27,07	104,92	100,83	59,60	144,48	143,82	91,80	121,34	114,39	51,83	11,10	43,44	106,55	110,38	149,69	336,99	27,03	
18,27	1683226690	9170,0	137,37	173,55	140,58	160,18	112,16	140,16	106,98	27,92	125,89	147,57	79,24	165,41	165,26	163,89	100,35	161,83	45,06	89,61	125,40	113,38	173,65	96,82	109,88	27,77	80,94	142,44	144,51	58,89	101,90	2,080	306,47	27,04	104,51	99,91	58,78	143,97	143,31	92,00	121,44	113,99	51,63	10,21	45,02	106,75	109,11	149,30	336,60	27,07	
18,27	1683226690	9170,0	137,16	174,36	140,58	160,48	112,36	140,16	106,29	27,79	127,02	147,88	79,04	166,73	165,96	163,18	100,35	163,93	45,96	89,80	124,51	113,38	173,06	95,35	110,56	27,71	79,71	144,07	145,02	58,89	102,30	1,981	305,88	26,99	104,62	100,62	58,78	145,19	144,42	90,99	120,94	113,39	52,03	11,50	42,06	107,44	109,99	149,59	335,92	26,93	
18,27	1683226690	9170,0	136,96	174,16	138,76	159,98	113,15	140,16	105,70	27,92	125,99	147,68	78,53	164,90	165,66	164,49	100,15	161,63	45,26	89,21	124,02	113,58	173,65	96,23	110,07	27,89	79,61	143,46	143,40	59,49	101,00	1,783	306,37	27,09	103,69	100,11	59,60	143,97	144,52	92,00	121,14	113,39	51,83	11,50	42,06	106,55	110,87	149,10	337,18	27,05	
18,27	1683226690	9170,0	137,57	174,56	140,48	160,08	112,75	139,57	106,19	27,92	126,30	146,86	78,94	164,90	164,95	164,29	100,15	163,93	46,06	90,00	124,91	113,58	175,02	93,89	111,04	27,75	79,61	142,65	144,51	60,29	101,90	2,873	305,78	27,07	104,10	100,32	58,27	144,28	143,82	92,00	120,74	114,49	51,83	10,80	42,06	107,44	110,87	149,69	336,79	26,97	
18,28	1683226690	9170,0	137,16	174,16	140,48	160,38	111,56	139,57	106,19	27,96	126,40	148,19	79,24	164,90	165,76	162,68	100,35	161,23	45,06	89,41	124,51	114,56	172,96	96,43	110,85	27,87	80,94	143,05	144,51	59,29	100,71	1,882	306,47	27,09	104,00	101,03	60,31	144,68	144,02	90,49	121,44	113,79	52,43	11,89	42,65	107,05	109,79	150,27	335,53	27,03	
18,28	1683226690	9170,0	137,98	174,77	139,97	161,09	112,75	139,76	105,90	27,86	126,71	147,68	79,45	166,73	166,67	162,48	101,05	162,43	45,66	89,21	125,30	113,78	173,84	95,35	111,24	27,77	78,99	142,44	143,91	59,89	101,50	1,981	306,57	26,92	104,31	100,11	59,49	145,39	143,41	91,60	120,74	113,39	51,83	11,10	43,54	107,14	109,79	149,30	336,60	26,87	
18,28	1683226690	9170,0	136,96	174,36	139,97	160,28	112,55	139,17	105,60	27,90	128,35	148,29	78,94	166,73	164,85	163,69	100,05	162,43	46,16	89,41	125,89	113,19	174,04	94,28	109,68	27,68	79,71	144,07	143,91	59,89	101,40	2,476	306,27	27,07	104,51	101,44	59,70	144,38	143,21	91,40	121,74	113,99	52,63	10,41	43,24	107,05	110,09	148,71	338,55	26,85	
18,28	1683226690	9170,0	137,37	173,75	139,97	160,38	113,15	139,67	107,27	27,95	127,63	148,90	77,61	166,12	165,56	162,68	99,15	163,43	46,26	89,61	124,51	113,38	175,02	95,25	110,07	27,67	79,71	143,05	145,12	59,49	102,70	2,278	305,68	27,01	104,00	101,03	59,49	145,19	144,42	90,19	121,34	112,99	50,84	10,41	43,44	106,75	110,58	148,61	336,60	26,97	
18,28	1683226690	9170,0	137,37	173,55	140,58	160,58	113,35	140,66	106,29	27,95	126,30	148,90	78,74	164,80	165,36	163,49	99,65	161,23	45,86	89,01	125,70	113,19	175,02	97,01	110,66	27,77	78,99	143,05	144,51	59,09	101,90	1,387	306,57	27,01	104,82	102,05	58,48	143,57	143,41	91,19	122,54	113,39	53,23	11,30	43,83	106,55	109,99	150,08	337,96	27,02	
18,29	1683226690	9170,0	136,55	174,46	139,37	160,28	111,96	139,17	106,78	27,70	126,71	148,29	78,84	165,51	165,76	163,18	100,25	161,63	46,26	90,20	124,91	113,38	173,45	95,84	110,66	27,79	80,32	142,95	143,50	59,29	102,00	2,873	306,37	26,97	103,59	100,72	59,49	145,80	143,41	90,99	121,64	113,39	51,24	10,61	44,33	106,55	109,11	148,81	337,57	26,97	
18,29	1683226690	9170,0	137,78	173,34	139,57	160,48	113,35	140,26	106,49	27,95	128,15	148,90	79,24	164,19	166,67	163,59	100,55	163,03	44,66	89,01	124,51	113,19	175,61	95,84	109,10	27,72	79,71	142,44	143,50	59,69	102,70	2,476	306,37	27,12	104,10	100,52	59,09	143,57	144,02	91,60	120,53	114,59	52,03	10,51	42,06	106,95	109,79	149,00	336,99	26,82	
18,29	1683226690	9170,0	136,96	173,75	140,17	160,68	112,36	139,67	106,09	27,85	126,71	148,19	78,94	165,41	165,06	162,48	100,55	163,03	45,66	89,80	124,12	113,38	173,16	95,64	109,68	27,76	80,32	143,56	144,51	60,49	101,60	2,575	305,88	26,97	103,59	101,03	58,98	146,00	143,92	90,79	121,44	113,79	53,23	11,10	43,04	106,95	108,81	148,32	337,18	27,00	
18,29	1683226690	9170,0	137,98	173,34	140,78	160,38	113,65	140,26	105,50	27,92	127,12	148,90	77,92	164,19	165,86	163,89	99,95	162,23	45,06	89,71	124,12	112,70	173,65	94,67	111,04	27,66	80,32	142,65	144,01	60,49	100,51	1,684	306,47	27,07	104,51	101,85	60,31	144,18	143,92	92,40	120,33	112,89	51,63	11,30	42,45	105,87	110,18	149,10	336,02	26,82	
18,29	1683226690	9170,0	137,16	174,16	139,37	160,08	113,55	139,57	106,59	27,85	126,71	148,70	78,12	165,41	165,76	162,78	99,75	161,83	45,66	89,61	124,51	113,58	173,65	95,25	109,49	27,87	80,32	142,24	143,50	59,29	100,51	2,674	306,76	27,04	104,41	101,44	58,27	143,97	143,41	91,60	121,34	113,39	53,03	11,50	42,65	105,77	109,99	148,51	337,47	27,05	
18,30	1683226690	9170,0	137,37	175,17	140,58	160,58	113,05	140,16	106,78	27,85	126,50	147,78	78,94	166,73	164,85	164,29	100,55	162,73	45,06	89,21	125,10	113,97	174,92	95,25	109,88	27,67	80,32	143,16	144,51	59,49	101,10	0,6934	305,39	27,02	104,51	100,32	59,70	144,58	143,82	90,79	121,14	113,19	52,63	11,10	42,65	107,24	110,77	149,10	337,09	26,97	
18,30	1683226690	9170,0	137,37	173,55	140,17	160,28	112,95	139,17	105,01	27,87	127,74	147,88	78,33	164,09	166,37	162,98	101,05	162,73	46,55	89,21	124,71	113,58	173,84	96,03	110,07	27,87	79,71	143,05	144,71	59,29	101,10	2,476	306,37	27,01	104,51	101,13	59,70	142,96	144,73	90,99	121,14	114,49	52,03	11,30	44,13	107,05	109,79	149,20	337,47	27,11	
18,30	1683226690	9170,0	137,57	173,75	139,37	159,88	112,75	140,16	106,49	27,85	127,02	148,29	78,43	165,41	165,26	163,89	100,15	162,43	45,26	89,51	124,51	113,97	173,84	95,64	109,49	27,72	80,32	142,34	144,11	59,49	101,90	3,071	306,57	26,94	104,00	99,91	60,31	143,87	143,31	91,80	120,74	112,79	51,83	10,71	42,85	106,95	109,20	148,32	337,77	26,90	
18,30	1683226690	9170,0	137,16	174,77	139,97	160,08	112,75	140,16	106,78	27,98	128,35	148,90	78,33	166,73	165,36	164,29	100,35	163,03	45,66	88,71	125,50	113,78	173,06	95,25	110,95	27,87	78,99	142,85	143,91	59,29	101,70	0,8915	305,68	27,17	105,13	100,52	59,90	144,07	143,82	92,00	121,44	113,39	51,63	10,90	43,64	106,36	110,18	149,69	337,28	27,09	
18,30	1683226690	9170,0	137,78	174,56	139,37	160,89	114,35	139,07	107,18	27,80	126,92	148,49	78,94	165,41	165,36	162,98	100,75	162,73	46,45	89,41	124,71	113,19	173,45	95,25	110,75	27,70	79,61	143,16	144,11	59,49	101,60	1,981	306,17	26,92	104,82	100,32	58,98	143,57	143,82	90,99	120,94	114,39	53,23	10,51	44,13	106,95	108,71	149,59	337,47	26,92	
18,31	1683226690	9170,0	137,98	173,75	140,38	160,68	112,75	140,36	106,59	27,95	126,92	146,45	78,33	165,41	166,17	162,48	100,75	162,13	44,86	90,10	124,71	113,38	174,53	94,08	109,39	27,72	80,32	142,95	144,92	60,69	102,30	3,170	306,96	27,03	104,10	100,11	59,90	143,57	144,52	89,58	121,94	113,89	52,43	11,30	42,45	107,44	110,38	149,49	337,77	26,90	
18,31	1683226690	9170,0	137,37	174,56	140,17	160,18	113,65	140,16	106,09	27,82	126,81	148,39	78,33	164,19	165,06	162,68	100,25	163,03	45,96	90,20	125,89	113,19	174,53	96,33	109,68	27,75	79,61	142,65	144,51	59,29	101,90	2,674	305,88	26,96	104,31	101,34	58,68	143,57	143,92	91,40	121,14	113,79	52,53	10,61	43,54	107,34	108,71	149,10	337,18	26,97	
18,31	1683226690	9170,0	137,57	173,55	139,26	159,68	113,25	139,07	105,60	27,88	127,22	148,70	79,35	164,90	165,86	163,49	100,85	163,03	46,45	89,61	125,10	113,78	174,04	94,38	110,07	27,73	79,71	141,83	143,50	60,69	101,30	2,080	306,96	26,99	105,64	101,44	58,98	143,57	143,31	91,40	120,23	113,99	51,53	11,10	43,24	107,14	110,18	149,49	336,60	26,97	
18,31	1683226690	9170,0	137,16	174,56	138,86	160,48	111,76	141,15	106,49	27,81	126,30	149,11	78,12	165,51	164,75	162,78	101,25	162,13	46,45	89,01	124,31	113,58	174,04	95,45	110,27	27,87	79,71	143,05	144,11	59,89	102,50	1,882	305,88	26,92	103,49	100,93	58,48	143,57	143,41	91,60	120,74	113,39	51,83	10,21	43,24	107,73	109,60	148,71	337,09	27,17	
18,31	1683226690	9170,0	138,19	175,17	139,37	160,18	113,25	139,67	104,32	27,82	126,81	148,49	79,55	164,80	166,17	163,29	100,85	162,13	45,66	89,01	124,31	114,56	174,73	95,64	110,66	27,65	78,99	143,77	143,30	59,69	101,70	3,071	306,17	27,01	104,31	100,93	59,70	142,76	143,41	90,59	120,74	113,39	52,63	11,89	41,66	106,95	110,87	149,69	337,18	26,87	
18,32	1683226690	9170,0	138,39	174,36	139,77	159,68	112,36	139,57	106,19	27,92	126,50	148,60	78,43	164,90	165,56	162,28	100,25	163,03	45,66	89,41	124,51	114,56	174,04	95,64	111,34	27,65	80,32	142,14	143,91	59,29	102,70	2,278	305,88	27,14	103,90	100,42	58,98	144,28	143,41	91,80	121,24	113,39	52,43	10,61	43,24	106,75	110,38	149,10	336,40	26,89	
18,32	1683226690	9170,0	137,16	174,77	140,48	161,09	113,15	139,76	105,01	27,98	127,12	147,37	79,14	164,70	166,17	163,89	100,15	162,73	46,26	89,80	124,31	113,68	175,02	95,45	109,29	27,70	79,61	143,66	144,51	59,89	101,40	2,873	305,19	27,04	105,13	100,21	61,12	144,99	143,21	90,19	121,74	113,19	52,63	10,51	43,04	107,73	109,99	150,27	336,40	26,92	
18,32	1683226690	9170,0	136,96	173,55	140,27	160,58	112,16	140,26	106,59	27,90	126,30	147,37	78,33	164,19	165,86	162,88	100,25	162,53	46,06	89,80	125,40	113,58	173,16	95,55	109,29	27,66	80,32	142,44	144,41	59,29	101,30	2,278	305,98	27,02	104,82	100,83	59,29	143,16	143,31	91,19	121,54	114,19	51,83	11,10	42,85	106,55	110,38	149,20	337,57	26,82	
18,32	1683226690	9170,0	137,98	173,75	141,39	161,09	112,55	139,17	106,19	27,80	125,99	148,70	78,12	164,80	165,46	164,09	101,15	163,03	45,16	89,80	125,70	113,09	174,24	95,06	110,66	27,73	79,71	143,05	144,51	60,09	101,80	2,873	305,98	26,98	103,69	101,44	58,98	144,78	143,21	91,90	120,94	112,89	51,04	10,80	44,03	106,55	110,28	150,37	336,40	26,97	
18,32	1683226690	9170,0	137,57	173,95	140,07	159,98	112,55	139,17	105,31	27,98	125,89	148,29	79,35	165,51	164,95	162,98	101,25	161,83	45,66	89,80	124,91	113,38	173,16	96,62	109,88	27,72	80,32	142,44	144,51	60,69	101,40	2,476	305,78	27,12	104,51	100,11	59,29	143,97	142,81	90,99	120,23	113,19	52,23	11,50	43,34	107,14	109,79	148,51	337,86	26,96	
18,33	1683226690	9220,0	137,98	174,77	138,76	160,18	112,95	140,75	105,90	27,82	127,12	148,09	79,04	165,51	167,08	163,89	100,35	163,63	45,96	89,61	124,31	112,40	174,82	94,38	110,36	27,79	78,99	143,46	142,90	60,09	101,60	3,665	305,58	27,02	103,90	100,42	59,60	143,57	144,52	91,80	120,74	113,79	51,63	11,30	43,04	107,44	109,40	149,49	337,67	27,03	
18,33	1683226690	9220,0	137,16	173,95	139,97	160,28	112,75	139,07	105,70	27,98	126,71	146,65	79,55	166,02	166,17	163,49	101,35	162,23	44,66	88,71	125,60	112,99	174,14	95,35	110,07	27,79	79,61	141,83	144,11	59,49	102,30	1,189	306,27	27,11	104,31	99,80	59,29	144,28	142,60	91,19	120,63	113,39	52,23	11,00	43,04	107,14	110,97	150,66	337,86	27,03	
18,33	1683226690	9220,0	137,57	173,55	140,17	159,78	112,95	140,16	106,49	27,80	126,50	148,90	78,33	164,90	165,56	163,08	100,85	161,83	46,26	89,01	124,41	113,38	175,22	96,23	111,14	27,75	79,71	142,44	144,51	59,89	101,90	2,476	307,26	27,01	103,90	100,52	58,88	143,57	144,02	91,09	120,74	112,79	52,63	10,21	42,85	105,96	111,16	149,49	337,38	26,91	
18,33	1683226690	9220,0	137,37	172,73	140,68	159,98	112,55	140,36	106,19	27,90	126,40	148,70	79,75	164,30	165,56	163,18	100,35	162,73	46,26	90,00	125,10	112,89	174,82	94,47	109,49	27,65	78,99	142,65	144,01	60,49	101,00	3,071	306,47	27,02	104,00	101,44	57,86	143,36	142,81	90,39	121,24	114,49	52,43	11,10	43,83	106,95	110,97	149,49	337,47	26,95	
18,33	1683226690	9220,0	138,09	173,65	139,97	161,49	112,75	138,97	105,31	27,71	128,56	147,17	79,55	165,41	165,56	162,68	100,85	161,03	46,55	89,21	126,39	113,38	173,65	96,23	111,43	27,84	78,99	143,26	144,01	60,49	101,90	1,684	305,39	26,89	104,31	99,60	59,70	144,99	144,63	90,59	120,94	111,79	53,62	11,70	44,33	106,55	109,40	149,20	336,79	27,02	
18,34	1683226690	9220,0	137,98	173,65	139,37	160,48	114,15	140,75	106,19	27,96	127,43	148,29	78,53	164,90	165,16	163,18	100,75	163,63	44,86	90,30	125,50	113,19	174,82	95,64	109,88	27,66	80,32	142,65	143,50	59,09	101,30	1,486	306,76	27,04	104,31	101,85	59,90	144,78	143,41	90,99	121,14	114,39	50,74	10,51	44,23	107,54	110,28	149,10	336,79	26,90	
18,34	1683226690	9220,0	137,98	173,65	139,26	160,89	112,95	140,75	105,21	27,85	126,09	148,09	79,55	164,19	164,45	163,89	100,15	161,23	45,16	89,01	124,51	113,78	173,45	96,62	110,27	27,79	80,32	142,65	144,31	58,89	102,10	3,467	306,57	27,04	104,31	99,50	60,11	144,58	144,42	92,00	122,04	112,99	51,53	11,50	43,24	106,16	109,99	149,88	337,09	27,09	
18,34	1683226690	9220,0	138,19	174,16	139,97	160,48	112,55	140,75	106,29	27,82	126,30	148,49	79,14	163,48	164,45	163,69	100,15	161,83	47,05	89,01	125,10	112,99	174,43	95,25	110,66	27,70	80,32	143,05	144,51	60,69	101,60	2,476	306,47	26,93	104,00	100,93	58,48	143,57	144,42	90,79	121,14	112,79	51,83	10,90	44,03	106,16	109,99	149,59	336,79	26,85	
18,34	1683226690	9220,0	137,37	173,65	138,96	158,68	112,36	139,76	105,70	27,95	127,12	148,39	79,04	165,41	166,17	163,59	101,05	161,23	43,47	89,61	124,91	113,58	173,65	96,91	109,39	27,72	79,71	143,26	143,40	60,09	101,40	1,981	305,78	27,07	104,51	101,34	58,37	143,16	144,52	91,60	121,54	113,39	51,83	11,10	42,85	106,06	109,69	149,88	337,86	27,02	
18,34	1683226690	9220,0	137,78	174,77	140,17	160,89	112,55	140,36	106,98	28,01	126,71	148,39	78,74	165,41	166,17	163,49	100,15	162,83	46,16	90,80	124,91	112,60	174,53	96,43	111,34	27,77	78,99	141,83	144,71	60,29	101,60	2,278	306,47	27,14	104,41	100,11	59,19	143,16	143,62	91,80	120,53	113,39	52,03	10,71	43,93	106,75	110,18	149,88	336,79	27,02	
18,35	1683226690	9220,0	137,37	174,16	140,58	160,48	112,95	139,07	105,70	27,79	126,30	149,11	78,74	165,51	165,96	163,08	100,55	163,03	46,26	89,41	124,51	114,86	173,65	96,72	109,49	27,82	80,32	143,05	144,71	59,29	101,30	2,278	306,76	26,97	104,00	101,85	58,27	145,39	144,02	90,79	122,04	113,39	52,03	11,00	42,85	107,44	111,16	149,88	337,47	27,05	
18,35	1683226690	9220,0	137,57	173,95	140,68	159,38	112,75	138,97	105,99	27,79	126,09	148,70	79,45	164,90	164,85	163,29	101,46	161,23	46,26	89,41	124,71	113,97	173,16	96,82	109,88	27,84	80,32	143,77	144,51	59,49	102,30	1,981	306,96	26,97	104,31	100,01	57,86	143,57	143,82	91,40	120,74	113,39	52,03	10,51	43,54	107,34	109,30	149,30	337,47	27,02	
18,35	1683226690	9220,0	137,57	174,26	139,97	160,08	113,35	140,85	105,90	27,82	126,92	148,09	78,74	166,63	165,76	164,09	100,15	162,43	46,06	89,61	125,70	112,70	175,22	95,64	110,66	27,77	79,71	142,04	145,02	60,09	101,60	1,684	305,78	26,93	104,10	101,03	58,48	144,07	143,82	91,90	120,74	113,39	52,03	10,80	43,83	106,75	109,11	149,10	336,79	27,00	
